 Flight of the Silverbird - Two Steps From Hell	80.6	Expert	1.92★	2292-1584
 Loud(y) - 	80.6	Expert	2.17★	2046-1421
 Love Runs Out - OneRepublic	80.6	Expert	2.06★	1514-1062
 Fire - 	80.6	Expert	1.99★	1463-1024
 SAO intro (eaysier) - 	80.6	Expert	1.93★	668-431
 Language - 	80.6	Expert	2.01★	138-82
 Money - 	80.5	Hard	2.02★	2396-1657
 Speakerbox - 	80.5	Hard	1.89★	1091-744
 We Are - 	80.5	Hard	2.01★	512-316
 Psycho Pass Opening 2 - 	80.4	Expert+	2.04★	2939-2084
 Oblivious - Kara no Kyoukai	80.4	Hard	1.98★	2463-1704
 Feel Your Love vs Gold Skies ( AFISHAL MASHUP)) - 	80.4	Expert	2.02★	2418-1674
 Buttonmasher - chart by Moriik	80.4	Hard	2.04★	2063-1431
 Symphony - Clean Bandit	80.4	Expert	1.93★	1315-914
 TT (songname must be longer than 3 letters) - TT ())))	80.4	Expert	2.01★	
 The Legend of Zelda Theme - Zedd Remix	80.3	Hard	1.97★	2571-1788
 Departures ver2 - EGOIST-Guilty Crown	80.3	Expert	1.94★	2219-1535
 Catapiller - Royce Da 5' 9'	80.2	Expert	2.17★	3182-2262
 Vortal Combat HL2 Ep2 - Valve	80.2	Expert	2.08★	0000-0000
 CANDY - 	80.2	Expert	2.02★	1268-882
 Remote Control - 	80.2	Expert	2★	35-13
 Nightmare - Avenged Sevenfold	80.1	Hard	2★	1413-987
 In The End - Linkin Park - 	80.1	Expert	1.9★	921-618
 Gone - Kap Slap - 	80	Hard	2★	2401-1661
 Memes - 	80	Hard	2.01★	382-227
 With You - Brave x Mark Arkinson	79.9	Hard	1.98★	2990-2119
 Weasel Stomping Day - Weird Al Yankovic	79.9	Expert	1.96★	1488-1044
 Welcome to the Family - Avenged Sevenfold	79.9	Hard	2.03★	1434-1002
 Party Rock Anthem - LMFAO	79.9	Expert	2★	1001-675
 Live To Win - Paul Stanley	79.8	Hard	1.93★	2881-2044
 Devil Trigger-DMC5 - 	79.8	Expert	1.98★	2706-1890
 Circles - (Level by Auros)	79.8	Expert	2★	
 Arcadia - Hardwell & Joey Dale feat. Luciana - Rev.Law	79.7	Hard	2.03★	3354-2422
 Blood Sugar - Pendulum, Knife Party Remix	79.7	Expert	1.99★	3148-2236
 Lone Digger - Caravan Palace	79.7	Hard	2.01★	2725-1906
 Prayer - Chart by Mystikmol	79.7	Hard	1.99★	2602-1812
 Sleeping Powder - Gorillaz	79.7	Expert	1.95★	2194-1516
 Hands Down (feat. Kayo Genesis) - TheBluff	79.7	Expert	2.02★	1528-1072
 Those Everyday Feels - Kevin Penkin	79.6	Expert	1.95★	1784-1245
 Fed's Way - Carrot Bois	79.6	Hard	2.06★	431-257
 Weaponized - 	79.6	Expert+	1.94★	516-320
 Mortal Kombat (Original Theme) - Techno Syndrome	79.5	Hard	2.13★	1615-1140
 Routing - Camellia	79.5	Expert+	1.94★	85-45
 Dhinka Chika - map by Phoenix7700	79.4	Hard	1.84★	1720-1206
 You Reposted in the Wrong Neighborhood - SHOKK	79.4	Expert	1.98★	1464-1025
 Sometimes Things Get, Whatever - Deadmau5	79.4	Normal	1.99★	1063-721
 Ball For Me - Post Malone(Ft. Nicki Minaj)	79.3	Hard	1.97★	2688-1877
 Cut Your Teeth - Kygo & Kyla La Grange	79.3	Expert	1.96★	810-534
 Midnight City - M83	79.3	Expert	1.94★	542-341
 No No No - TheFatRat	79.2	Normal	2.02★	3026-2148
 Contact - 	79.2	Expert	2.04★	2363-1633
 Fortress - 	79.2	Hard	1.98★	279-168
 Ascalon - Qrispy Joybox	79.1	Hard	1.99★	3080-2186
 FFXV Somnus Ultima - Yoko Shimomura - 	79.1	Expert	2.08★	2953-2094
 Love Shack - B-52s	79.1	Expert	1.98★	1338-931
 Get Schwifty (Andromulus Remix) - 	79.1	Expert	1.88★	881-590
 Saber Rider Theme - Long version	79	Hard	1.98★	1586-1117
 Lurk - 	79	Expert	1.98★	1196-823
 Red - 	79	Hard	1.98★	902-603
 Rasputin-Boney M - 	79	Hard	1.97★	426-253
 New Light - (mapped by Valveron)	78.9	Expert	1.94★	1560-1096
 Party Like A Rockstar - mapped by staywoke (thanks Faith)	78.9	Expert	2.01★	1252-870
 SouthPark goth song - 	78.9	Normal	1.89★	933-624
 GIRL LIKE YOU - maroon 5	78.8	Normal	1.97★	2678-1867
 CAN'T STOP THE FEELING! - Justin Timberlake	78.8	Expert	1.93★	1587-1118
 TRNDSTTR (Lucian Remix) - Black Coast	78.8	Expert	2.01★	1278-889
 Colorblind - Panda Eyes	78.7	Expert	1.93★	3183-2263
 I Apologize - Five Finger Death Punch	78.7	Hard	1.97★	2734-1912
 Science Blaster - Nirre, Acid Usagi	78.7	Expert	1.97★	2140-1478
 Bohemian Rhapsody - Queen	78.7	Expert	1.99★	1693-1190
 Nepgear's Theme - Hyperdimension Neptunia Re;Birth 1 OST	78.7	Expert	1.98★	1600-1130
 Drop the Bomb (Michael White Remix) - Far Too Loud	78.7	Expert	1.99★	660-426
 Bassline Yatteru? - ft Nanahira, Mapped by Valkuma	78.7	Expert	1.98★	434-260
 Joyride - 	78.7	Expert	1.98★	66-34
 Heavy Metal and Reflective - Azealia Banks	78.6	Hard	1.98★	2616-1826
 Huo Yuanjia - Jay Chou	78.6	Expert	1.97★	2240-1548
 I Gotta Feeling - The Black Eyed Peas	78.6	Hard	1.96★	1212-836
 Everytime we touch - Radio Edit - Cascada	78.6	Hard	1.97★	940-630
 Lullabies (Adventure Club Remix) - Map by Neverborne	78.6	Hard	1.98★	696-459
 I was King  - 	78.6	Hard	1.91★	146-87
 Call Out My Name - The Weeknd	78.5	Normal	1.39★	0000-0000
 Weapon - 	78.5	Hard	1.98★	3171-2254
 SOURCE - 	78.5	Expert	1.97★	2989-2118
 Everybody Wants To Rule The World - by Tears for Fears	78.5	Expert	1.96★	2983-2114
 Fifteen Minutes - 	78.5	Expert	1.97★	2971-2105
 Dimension - Creo	78.5	Hard	1.99★	1554-1091
 Tri Poloski - DAVAY	78.5	Hard	1.96★	1197-824
 Daft Punk - medley	78.5	Expert	1.97★	799-527
 Victory - Two Steps From Hell	78.4	Expert	1.97★	1945-1353
 Towa no Utage - 	78.4	Expert	1.96★	973-654
 Now You See Me - 	78.4	Expert	1.97★	797-525
 Sandblast - (Beatmap by Chandoggie)	78.4	Hard	2★	546-344
 Everything Black - Unlike Pluto	78.3	Hard	1.96★	3470-2548
 Life Will Change - Persona 5 OST	78.3	Hard	1.93★	594-381
 Storm - SueRie	78.3	Hard	1.96★	248-150
 Duncan Hills Coffee Jingle - Dethklok	78.2	Expert	1.9★	1376-959
 Lost In The Echo - Linkin Park	78.2	Expert	1.95★	473-289
 The SlyFox and The Curious Cat - Stuck In Your Radio	78.1	Hard	1.92★	2839-2007
 Cloud 9 - 	78.1	Expert	1.96★	2537-1762
 Rocket League x Monstercat - Glide - Stephen Walking	78.1	Hard	1.96★	2356-1629
 Uncle Fucker - South Park	78.1	Expert	1.96★	2281-1578
 Waiting for the End - Linkin Park - 	78.1	Expert	1.95★	860-574
 Gimme A Taste - Full Moon Frenzy	78	Hard	1.95★	1455-1017
 Telecaster Stripes - Polkadot Stingray	78	Expert	1.96★	781-514
 Feel Good Inc. - 	78	Hard	1.9★	727-478
 You Sexy Thing - 	77.9	Hard	1.95★	3047-2162
 News 39 - MitchieM	77.9	Hard	1.96★	2920-2070
 Toska-9 - Mick Gordon	77.9	Expert	2.04★	2450-1694
 Ringside - Rhythm Heaven Fever - by Tsunku	77.9	Expert	2.01★	2319-1602
 Overdose - EXO-K	77.9	Hard	1.95★	2197-1518
 Blust of Wind - Made by Yoshirosama	77.9	Hard	1.96★	823-544
 JoJo's BA - Opening 2	77.9	Expert	1.94★	400-237
 Brain Power - NOMA	77.9	Expert	1.92★	50-24
 A-Punk - Vampire Weekend	77.8	Hard	1.95★	2103-1460
 Mambo No. 5 - Lou Bega	77.7	Hard	1.91★	2685-1874
 Tik Tok - 	77.7	Hard	1.7★	2594-1806
 Toxicity - System of a Down	77.7	Expert	1.95★	1903-1324
 2001 Pools - Adult Swim	77.6	Expert	2.16★	2950-2091
 Here It Goes Again - OK GO	77.6	Expert	1.89★	1939-1349
 Sleepyhead - Passion Pit	77.6	Hard	1.96★	1723-1209
 Absolute Territory - by WTHX	77.5	Normal	1.89★	3464-2542
 Sagittarius - From "Not an Album"	77.5	Hard	1.95★	1882-1305
 Twisted Transistor - Korn	77.5	Expert	1.94★	247-149
 TORN - Sen	77.4	Expert	2.09★	3004-2131
 Hollywood Principle - Breathing Underwater (Ether Remix) - 	77.4	Expert	1.98★	1912-1330
 MegaloBox Main Theme Song - Mabanua	77.4	Hard	1.95★	277-166
 Iter Impius - Pain Of Salvation	77.3	Expert	1.97★	3057-2169
 Black  - V2	77.3	Expert	1.94★	2955-2096
 Rejecta - Followed - 	77.3	Hard	2.22★	2657-1855
 Lil Jon's Palace - Caravan Palace/ Lil Jon	77.3	Expert	1.94★	369-220
 Smile Bomb - Yu Yu Hakusho Theme - 	77.2	Hard	1.88★	3062-2173
 Another Winter - Anamanaguchi	77.2	Hard	1.93★	1743-1220
 Black Skinhead - Kanye West	77.2	Hard	1.95★	1465-1026
 Hao Han Ge(shui hu zhuan) - 	77.2	Hard	1.93★	1604-1132
 Love Sosa - 	77.2	Expert	1.94★	567-358
 Da Funk - 	77.1	Hard	1.93★	2172-1500
 Guardian of The Former Seas - 	77.1	Expert	1.9★	1313-912
 What I've Done - Linkin Park	77.1	Expert	1.8★	156-94
 Siberia (Ownglow Remix) - Lights	77	Expert	1.91★	3306-2365
 Waiting For Love - Avicii	77	Hard	1.87★	2213-1532
 Imperfection - Wolfgang Lohr & Balduin (feat Zouzoulectric)	77	Hard	1.89★	1794-1250
 Gokuraku Joudo - 	77	Expert	1.93★	886-594
 Dum Dee Dum - Dum Beat Dum	77	Hard	1.95★	368-219
 Beggin - Madcon	76.9	Expert+	1.94★	
 Don't Dance to This - Umbilical Brothers	76.9	Hard	1.94★	2466-1707
 Practise Book For Youth(TF Boys) - 	76.9	Hard	1.93★	2411-1667
 Friend Like Me - Aladdin OST	76.9	Hard	1.72★	1955-1361
 I'm On A Boat - The Lonely Island - 	76.9	Expert	1.91★	1585-1116
 Shinsekai Yori - ED1	76.9	Expert	1.9★	930-623
 Doomsday - Nero - 	76.8	Expert	1.92★	849-565
 Slipping Away - 	76.8	Expert	1.93★	844-560
 JoJo's BA - Opening 4	76.8	Expert	1.92★	565-357
 The Starting Line - Mouth Moods	76.8	Expert+	1.95★	230-135
 TRNDSTTR (Lucian Remix) feat. M. Maggie - Black Coast	76.7	Expert+	1.85★	3086-2192
 Attack on Titan - Roselia - Guren no Yumiya Cover	76.7	Expert	1.89★	527-331
 Silhouette - 	76.6	Expert	1.92★	2855-2021
 Bad ft.Vassy - David Guetta & Showtek	76.6	Expert	1.92★	1617-1142
 Headless Beast - Pause Ahead Side A - Bill Kiley	76.6	Normal	1.92★	1453-1015
 Onda onda - Olha a onda	76.6	Hard	1.98★	1262-877
 Good Times Roll - Griz x Big Gigantic	76.5	Hard	1.88★	3931-3101
 The Final Countdown - Europe	76.5	Expert	2.19★	3431-2505
 Yuri on Ice! - Taro Umebayashi	76.5	Expert	1.95★	3374-2445
 Color Pulse - Splatoon OST	76.5	Expert	1.91★	1874-1300
 Feel It Still - Portugal. The Man	76.5	Hard	2.07★	1249-868
 Take Me Home, Country Roads - Fallout 76	76.4	Hard	1.91★	3015-2139
 SexyBack - 	76.4	Hard	1.91★	2684-1873
 BTH2 - Daybreak Frontline - (Charted by M.Rappold	76.4	Expert+	1.92★	1825-1263
 Be Alright - Stonebank	76.4	Hard	2.05★	1567-1101
 Tightrope (Wondamix) - Janelle Monáe feat. B.o.B. & Lupe Fiasco	76.3	Hard	1.95★	2779-1954
 iRobot - Jon Bellion	76.3	Expert	1.93★	649-419
 YuGiOh! - Its Time To Duel!	76.2	Expert	1.88★	0000-0000
 September - 	76.2	Expert	1.87★	1628-1152
 White & Nerdy - Yaardvark	76.2	Expert	2.04★	1145-784
 Neckbrace - Ratatat	76.2	Expert	1.91★	598-383
 Cat's Invitation to Gehenna - Foxtail-Grass Studio	76.1	Hard	1.92★	2344-1621
 Outbreak - Mediks	76.1	Hard	1.94★	791-522
 Stressed Out - 	76	Hard	1.91★	2397-1658
 Berserk - DJ S3rl ft Iceman	76	Hard	1.96★	2326-1609
 Remix 10 - SilvaGunner Remix	76	Hard	1.91★	2000-1395
 Ghost Rule - feat_ Hatsune Miku	76	Hard	1.72★	1980-1381
 Jigsaw Hustle - 	76	Expert+	1.91★	1596-1126
 Tokyo TakeDown - Boom Kitty - HeliXiX	75.9	Hard	1.91★	3398-2470
 E - 	75.9	Hard	1.94★	2409-1665
 Jigsaw Hustle - 	75.9	Expert	1.91★	1596-1126
 My Hero Academia - HERO A - 	75.9	Hard	1.87★	256-153
 A Light that Never Comes  - 	75.9	Hard	1.9★	245-147
 Sunset - from Deemo	75.8	Normal	1.9★	804-531
 Shia LaBeouf - Rob Cantor	75.8	Expert	1.9★	686-449
 Ready to Die - Andrew W.K.	75.8	Hard	1.9★	505-312
 Fractures (feat. Nevve) - 	75.8	Expert	1.89★	327-192
 Aa Kenran no Yume ga Gotoku [short ver] - Active Planets & AUGUST	75.7	Hard	1.81★	3008-2134
 No Name - NF	75.7	Expert	1.9★	1144-783
 Earth Meets Water - PointedSprite	75.6	Expert	1.77★	2117-1469
 Posin(V2) - Peggy Suave	75.6	Expert	1.89★	2353-1626
 Backup - (Tisoki Remix)	75.6	Expert	1.89★	992-668
 Out Of The Black - Royal Blood	75.6	Hard	1.89★	981-661
 [Vocaloid] Nadeshiko color Heart [Hatsune Miku&Gumi] - YURRY CANON	75.5	Normal	1.63★	3395-2467
 Pushed Down(Nightcore) - Stahl	75.5	Hard	1.89★	1837-1275
 Plug Walk - Rich the Kid	75.5	Expert	1.86★	1526-1071
 Mute City - F-Zero	75.5	Expert	1.89★	410-243
 The Walker - 	75.4	Expert	2.6★	0000-0000
 Ddu-du Ddu-du - 	75.4	Expert	1.88★	2756-1933
 Magika - 	75.4	Expert	1.89★	2680-1869
 Myosotis - 	75.4	Expert	1.89★	561-354
 Miss You - bo en	75.3	Hard	1.93★	1132-775
 It's Gonna Be Me - NSYNC	75.2	Normal	1.88★	3075-2182
 BTH - Snowblind - (Charted by M.Rappold)	75.2	Expert+	2★	1228-851
 Wonderland - 	75.2	Hard	1.84★	1176-808
 Electrodrome - Mario Kart 8 OST	75.1	Expert	1.88★	3520-2611
 Battle With Red - [pokemon arrange]	75.1	Hard	1.9★	3394-2466
 Homies Unite - Stuck In Your Radio	75.1	Expert	1.88★	1721-1207
 Short Change Hero - the Heavy	75.1	Hard	1.88★	1539-1081
 Session - Linkin Park	75.1	Expert	1.97★	1895-1317
 Qubism - Chart by Moriik	75	Hard	2.02★	3108-2209
 DDU-DU DDU-DU - BLACKPINK ????	75	Hard	1.88★	2926-2076
 Shatter Me Feat. Lzzy Hale - Lindsey Stirling	75	Normal	1.88★	2458-1700
 ?? (Wadatsumi) - 	75	Normal	1.94★	2424-1678
 Rx (Medicate) - Theory of a Deadman	75	Expert	1.89★	1283-893
 Breathe - 	75	Hard	1.92★	1282-892
 xishuashua - 	75	Expert	1.93★	1324-921
 One Shot Two Shot - Korean Singer	75	Hard	1.82★	1172-806
 Love Taste (w/ Jamie Paige & Shiki) - Moe Shop	75	Hard	1.84★	1025-691
 Live Will Change instrumental - PERSONA 5	75	Hard	1.88★	858-572
 ME!ME!ME! - TeddyLoyd feat. daoko	74.9	Expert	1.95★	1050-711
 Why Don't You Come On - 	74.9	Hard	1.88★	771-508
 Devilman no Uta - Devilman Crybaby	74.8	Expert	1.88★	1377-960
 Underworld - Eptic	74.7	Expert	1.8★	5800-5264
 BTH 3 - Watch It Burn - (Charted by M.Rappold)	74.7	Expert	1.87★	2256-1562
 Blast Off - Nasty Party	74.7	Expert	1.91★	1505-1056
 Born to be alive - Born to be alive	74.7	Hard	1.92★	945-635
 Witchcraft - Pendulum	74.7	Hard	1.73★	847-563
 Toxic - Britney Spears	74.6	Hard	1.85★	3145-2234
 Ghost Voice - Phantom	74.6	Expert	1.85★	2597-1808
 When Can I See You Again - Owl City	74.6	Expert+	1.86★	2019-1406
 While I'm Alive - (Stoker)	74.6	Expert	1.83★	1415-989
 Mute City - Super Smash Bros. Melee	74.6	Expert	1.86★	1051-712
 Styx Helix - by Myth & Rod	74.5	Normal	1.86★	3360-2428
 League of Legends Season 2016 Login Theme - 	74.5	Expert	1.86★	1797-1252
 Knower - Time Traveler - 	74.5	Expert	1.86★	790-521
 BBoom BBoom  - MOMOLAND	74.5	Hard	1.79★	334-196
 Burn - Ellie Goulding	74.4	Hard	1.81★	2302-1590
 The Way I Are - Timbaland	74.4	Expert	1.87★	2207-1527
 Freaks - Timmy Trumpet & Savage	74.4	Hard	1.86★	818-540
 The Next Episode - 	74.3	Hard	1.88★	3017-2141
 POP TEAM EPIC - by Sumire Uesaka	74.3	Hard	1.86★	1595-1125
 TRON - Recognizer	74.3	Expert	1.8★	1186-816
 My Hero Academia Opening 3 - My Hero Academia	74.3	Expert	1.85★	202-121
 Spoiler - DJ Hyper - 	74.2	Hard	1.89★	2556-1776
 Mi Yard - Nova Rockafeller	74.2	Expert	1.86★	1467-1028
 Hypertrophy - Eternal Flames	74.2	Expert	1.92★	1058-718
 Ocean Man - 	74.2	Expert	1.72★	975-656
 Summer - (Map By QuiqueLocoXDDDD)	74.2	Hard	1.85★	440-265
 Mausoleum Mash (1-3) - Crypt of the Necrodancer	74.1	Hard	1.88★	1865-1296
 Still D.R.E - Dr. Dre (Feat Snoop Dogg)	74	Expert	1.86★	
 Chemical Plant Zone - Sonic The Hedgehog 2	73.9	Hard	1.73★	3333-2399
 Numb - Linkin Park	73.9	Hard	1.85★	2757-1934
 Hyrule Market [OoT] (Guitar Cover) - FamilyJules	73.9	Hard	1.85★	1915-1333
 BOOM - Tiesto & Sevenn	73.9	Expert	1.83★	722-473
 Wake Me Up When September Ends - Green Day	73.8	Hard	1.82★	3020-2144
 Dragula - Rob Zombie	73.8	Normal	1.85★	2619-1829
 Rockstar - Beerbongs & Bentleys	73.8	Expert	1.85★	1579-1110
 Whoa Whoa Whoa - by Watsky	73.7	Hard	1.68★	3043-2160
 Low - 	73.7	Hard	1.85★	2870-2034
 Waiting For Love - 	73.7	Expert+	1.76★	2061-1429
 Irony - 	73.7	Hard	1.84★	1004-677
 Danny Don't you Know - Ninja Sex Party	73.6	Hard	1.77★	2484-1721
 Red Like Roses - Part II - Ft. Casey Lee Williams and Sandy Casey	73.6	Expert	1.77★	1184-815
 Daisuki (ãƒ€ã‚¤ã‚¹ã‚­) - Feat TeddyLoid	73.6	Normal	1.84★	102-56
 Weak - AJR - 	73.5	Expert	1.83★	2588-1801
 Crawl Out Of Love - Illenium	73.5	Expert	1.83★	2583-1797
 Lethargy - Bastille	73.5	Hard	1.84★	1358-945
 Electra Heart - Marina and the Diamonds (Betatraxx remix)	73.5	Normal	1.82★	674-437
 Gerudo Valley METAL - 	73.5	Expert	1.79★	447-271
 Fire - 	73.4	Hard	1.65★	2803-1975
 LATATA  - 	73.4	Expert	1.84★	2445-1690
 Metal Gear Solid Meets Metal - 	73.4	Expert	1.84★	1148-787
 Mr.Sandman - (Map By QuiqueLocoXDDDD)	73.4	Expert	1.81★	321-188
 Batshit - Sofi Tukker	73.4	Expert	1.82★	218-126
 New Style - Pegboard Nerds	73.4	Expert	1.8★	71-36
 Hooked on a Feeling - Blue Swede	73.3	Hard	1.84★	3202-2280
 BTH 2 - Stars - (Charted by M.Rappold)	73.3	Hard	1.83★	1829-1267
 Tongue Tied - Earl	73.3	Hard	1.84★	1817-1258
 Meta Taro - 	73.3	Hard	1.83★	670-433
 X Gon' Give It To Ya - DMX	73.2	Hard	1.83★	2559-1779
 Carnivores - Creo	73.2	Expert	1.87★	1149-788
 Protectors of the Earth - Two Steps from Hell	73.2	Expert	1.83★	853-567
 Back Again - Archie	73.2	Hard	1.83★	350-205
 Toumei Elegy - (Mapped by Calijor)	73.1	Normal	1.71★	5522-4967
 Get Down - BJJ	73.1	Hard	1.83★	2342-1619
 RIGHT ON TIME - from GF and DM	73.1	Hard	1.84★	2317-1600
 How to be HIP & TRENDY in 2018 - 	73.1	Expert	2.43★	2002-1396
 Take On Greek's Diet - 	73.1	Expert	2.14★	1781-1243
 The Mad Doctor isn't Mad - Epic Mickey 2 Soundtrack	73.1	Hard	1.33★	1345-936
 Invader Invader - 	73.1	Expert	1.83★	777-511
 Fighting Dreamers - naruto	73.1	Hard	1.83★	949-639
 Your Reality - Doki Doki Literature Club	73.1	Expert	1.83★	141-83
 All Goes Wrong - Chase and Status	73	Hard	1.83★	2719-1900
 Pong Dance - 	73	Hard	1.83★	2161-1491
 Strangers Like Me - Phil Collins	73	Expert	1.81★	1740-1218
 Death By Robot - Feed Me	73	Hard	1.81★	1370-954
 EVERYTHING EXPLODES - 	73	Expert	1.82★	1179-810
 Bohemian Rhapsody - Queen	72.9	Hard	1.72★	1693-1190
 Pop Culture - 	72.9	Normal	1.82★	389-232
 Overtime - (Beatmap by Chandoggie)	72.8	Hard	1.83★	224-130
 LAST GAME (TV-Size) - STEINS;GATE	72.7	Expert	1.81★	5857-5324
 Count Bubba - Big Phat Band	72.7	Expert	1.87★	3404-2476
 Don't give me that - Boss Hoss	72.7	Expert	1.84★	1214-838
 Trainwreck of Electro Swing - Pascal Michael Stiefel	72.6	Expert	1.82★	5760-5221
 Prayer - Chart by Mystikmol	72.6	Normal	1.81★	2602-1812
 Ultimate Ascension - Chart by Mystikmol	72.6	Normal	1.75★	2483-1720
 Session - Linkin Park	72.6	Hard	1.86★	1895-1317
 Dinoco - K - 391	72.6	Hard	1.74★	1598-1128
 MEME MUSIC SLIDE - DaymanOurSaviour and ManiacPop	72.6	Expert	1.78★	1365-951
 A Cruel Angel's Thesis - Yoko Takahashi	72.6	Hard	1.78★	1116-761
 Exec_cosmoflips - 	72.6	Expert	1.8★	1012-683
 Akari Akari Akari Akari Akari Akari Akari Akari - Akari Akari Akari Akari Akari Akari Akari Akari	72.6	Expert+	1.81★	919-616
 9:00 - ??	72.5	Expert	1.78★	661-427
 Hatsukoi no Ehon - Hatsukoi no Ehon ft.Aida Miou	72.5	Hard	1.72★	586-373
 L.L.L. - [TV Size]	72.5	Expert	1.81★	190-113
 Escape - Netsky feat. darrison	72.5	Hard	1.81★	88-47
 The Time Warp - Charted by Katiedead	72.5	Expert	1.83★	86-46
 Swiggity - IZECOLD	72.4	Hard	1.97★	3317-2380
 Bohemian Rhapsody - Queen	72.4	Hard	1.84★	2738-1916
 Netflix Trip - AJR	72.4	Hard	1.75★	1221-844
 Safe and Sound - 	72.4	Expert	1.79★	484-297
 Charlie Sheen (Winning) - Winning (Charlie Sheen)	72.3	Expert	1.82★	2185-1509
 Miss Jackson (Feat. Lolo) [Clean] - Panic! At The Disco	72.3	Expert	1.81★	1733-1215
 Lift Yourself - Kanye West	72.3	Normal	1.74★	1620-1145
 BBoom BBoom - 	72.3	Expert	1.81★	1530-1074
 SouthPark goth song - 	72.3	Expert	1.82★	933-624
 Odd Future - Uverworld	72.3	Expert	1.83★	354-207
 Pocket Crocodile - Kero Kero Bonito	72.2	Expert	1.8★	3000-2128
 FUCK YOU! - Kizuna Ai	72.2	Easy	1.83★	
 Fake Love - BTS	72.1	Hard	1.78★	3436-2512
 Cry For You - September	72.1	Expert	1.76★	3380-2452
 Haru yo Koi - Yumi Matsutoya	72.1	Expert	1.81★	2465-1706
 Harder Better Faster Stronger - Daft Punk	72.1	Expert	1.75★	1183-814
 Want You Gone - GLaDOS	72	Normal	1.82★	3418-2492
 The Dark of You - 	71.9	Hard	1.76★	2912-2064
 Cookies! - 	71.9	Expert	1.67★	2707-1891
 AAAMachine Gun - Amon Tobin	71.9	Expert	1.81★	1246-865
 Red Right Hand - Nicky Cave & The Bad Seeds	71.8	Expert	1.81★	2749-1927
 BTH 3 - The Sky Is Falling - (Charted by M.Rappold)	71.8	Expert+	1.8★	2260-1566
 Song of Storms METAL - 	71.7	Hard	1.76★	784-517
 Halo (Mjolnir Mix) - Martin O'Donnell	71.7	Hard	1.77★	739-485
 Lo Siento  - Super Junior	71.7	Hard	1.8★	414-246
 Kiss of Death - 	71.7	Expert	1.81★	340-200
 Say Amen - Panic! At The Disco	71.6	Hard	1.74★	1930-1341
 Lowlife - That Poppy (Slushii Remix)	71.6	Expert	1.8★	944-634
 C4 - Tobu - 	71.6	Expert	1.8★	261-156
 Rhythm Heaven Fever - Remix 9 (ENG) - Nintendo / TSUNKU	71.5	Hard	1.69★	3323-2389
 Heavydirtysoul - Twenty One Pilots	71.5	Hard	1.81★	3266-2336
 iro wa niohedo itsuka chiri nuruwo - 	71.5	Hard	1.79★	2074-1439
 Kaizo Trap (Yazer) ScoreFix - Leslie Wai	71.4	Hard	1.75★	3231-2303
 Let It Happen - Tame Impala	71.4	Expert	1.78★	2014-1403
 Rave in the Grave - AronChupa / Lil Sis Nora	71.4	Hard	1.79★	819-541
 Alpha - Alpha	71.4	Expert	1.91★	3408-2480
 Hypest Hype - Chase & Status	71.3	Hard	1.87★	1435-1003
 Rex Duodecim Angelus - A Marathon song, really	71.2	Normal	1.79★	2809-1980
 Ddu Du Ddu Du - BlackPink	71.2	Expert	1.78★	2786-1959
 Knife Party - Internet Friends (Short version) - 	71.2	Normal	1.78★	2735-1913
 Dance Macabre - Ghost	71.2	Expert	1.78★	2391-1654
 One Thing (Grant Remix) - San Holo	71.2	Hard	1.79★	2060-1428
 Rich Love - One Republic and Seed	71.2	Expert	1.79★	3083-2189
 Saturday Morning Space Ride (Fixed) - Hyper Potions	71.2	Expert	1.8★	1070-727
 Happy Little Clouds - (Beatmap by Chandoggie)	71.2	Hard	1.79★	922-619
 Cha Cha Slide - 	71.2	Expert	1.77★	194-115
 me & u - succducc	71.2	Hard	1.75★	15-1
 High Hopes - 	71.1	Hard	1.78★	2835-2004
 Fate Apocrypha OST - The Knight of Rebellion (Mordred's Theme) - 	71	Expert	1.79★	1870-1298
 This is America - Childish Gambino	71	Hard	1.77★	824-545
 Wake Me Up Before You Go-Go - Wake Me Up Before You Go-Go	70.8	Hard	1.78★	1853-1286
 Skyline - Charted by SuperToilet	70.8	Hard	1.79★	1153-791
 Ava Adore - 	70.8	Hard	1.77★	687-450
 Rocket League Theme - Mike Ault	70.7	Expert	1.76★	1848-1282
 Despacito - Luis Fonsi ft. Daddy Yankee	70.7	Hard	1.72★	647-418
 Cotton Eyed Joe - 	70.6	Normal	1.77★	2872-2036
 Tim - CORI x Awero	70.6	Hard	1.78★	2606-1816
 In Between - Charted by PyroBillie	70.6	Normal	1.91★	2086-1446
 Thomas the Tank Engine Theme - Mike O'Donnell	70.6	Expert	2.07★	1002-676
 Stay the Night - ft. Hayley Williams	70.6	Hard	1.77★	968-651
 Dual of the Fates - Star Wars Remix	70.6	Hard	1.7★	170-105
 Tokyo Takedown - Boomkitty, HeliXiX	70.5	Hard	1.77★	2654-1853
 Hitorigoto (Claris) - Hitorigoto	70.5	Normal	1.73★	585-372
 BLOODRED - D-selections	70.4	Hard	1.76★	3147-2235
 Rhythm Heaven Fever - Flock Step - Nintendo	70.4	Hard	1.72★	3055-2168
 Coldplay - Midnight (Kygo Remix) v2.0 - 	70.4	Expert+	1.72★	2857-2022
 All Star - Elmo	70.4	Expert	1.78★	1859-1291
 Dubai Was Lit - Trap Remix	70.4	Hard	1.79★	1399-974
 Anywhere Is - 	70.4	Hard	1.7★	1094-746
 What is Love? - 	70.4	Expert	1.75★	963-649
